(0, 4, 4)
(1, 4, 4)
(0, 5, 5)
(0, 5, 6)
(1, 4, 6)
(0, 4, 6)
(1, 3, 6)
(0, 3, 6)
(1, 2, 5)
(0, 2, 5)
(1, 1, 5)
(1, 1, 6)
(0, 1, 7)
(1, 0, 7)
(0, 0, 7)
(0, 0, 6)
(1, 0, 5)
(1, 0, 4)
(1, 0, 3)
(0, 0, 3)
(1, -1, 2)
(1, -1, 1)
(0, -1, 1)
(1, -2, 0)
(1, -2, -1)
(0, -1, -1)
(0, -1, -2)
(1, -2, -3)
(0, -2, -3)
(1, -3, -3)
(0, -3, -2)
(1, -4, -2)
(0, -4, -2)
(1, -5, -2)
(1, -5, -1)
(0, -4, 0)
(0, -4, 1)
(1, -5, 1)
(1, -5, 2)
(1, -5, 3)
(0, -5, 4)
(0, -5, 5)
(0, -5, 6)
(0, -5, 7)
(1, -5, 7)
(0, -4, 8)
(1, -4, 8)
(0, -3, 9)
(0, -3, 10)
(1, -3, 10)
(0, -2, 10)
(1, -2, 9)
(0, -1, 10)
(1, -1, 10)
(0, 0, 10)
(1, 0, 10)
(0, 1, 10)
(1, 1, 10)
(0, 2, 10)
(1, 2, 9)
(1, 2, 8)
(0, 2, 8)
