(1, 2, 1)
(1, 2, 0)
(0, 3, 0)
(0, 3, -1)
(0, 3, -2)
(1, 2, -3)
(1, 2, -4)
(1, 2, -5)
(0, 3, -5)
(0, 3, -6)
(0, 3, -7)
(0, 3, -8)
(1, 2, -9)
(0, 2, -8)
(1, 1, -9)
(0, 1, -9)
(1, 0, -10)
(0, 0, -10)
(1, -1, -10)
(0, -1, -10)
(1, -2, -10)
(0, -2, -10)
(1, -3, -10)
(0, -3, -10)
(1, -4, -10)
(0, -4, -10)
(1, -5, -10)
(1, -5, -9)
(0, -4, -8)
(1, -4, -8)
(0, -3, -8)
(1, -3, -8)
(1, -3, -7)
(0, -2, -6)
(1, -2, -7)
(0, -1, -6)
(1, -1, -6)
(1, -1, -5)
(0, 0, -4)
(0, 0, -3)
(1, -1, -3)
(0, -1, -3)
(1, -2, -3)
(0, -2, -2)
(1, -3, -3)
(0, -3, -2)
(1, -4, -3)
(0, -4, -2)
(1, -5, -2)
(0, -5, -2)
(0, -5, -3)
(0, -5, -4)
(0, -5, -5)
(1, -5, -6)
(0, -4, -5)
(0, -4, -4)
