(0, -5, 10)
(1, -5, 10)
(0, -4, 10)
(0, -4, 9)
(0, -4, 8)
(1, -5, 7)
(1, -5, 6)
(0, -4, 6)
(0, -4, 5)
(0, -4, 4)
(1, -5, 3)
(1, -5, 2)
(0, -5, 2)
(0, -5, 1)
(1, -5, 0)
(0, -4, 0)
(0, -4, -1)
(1, -4, -2)
(1, -4, -3)
(0, -4, -3)
(1, -5, -4)
(0, -5, -4)
(0, -5, -5)
(0, -5, -6)
(0, -5, -7)
(0, -5, -8)
(1, -5, -9)
(1, -5, -10)
(0, -4, -10)
(1, -4, -10)
(0, -3, -9)
(1, -3, -9)
(1, -3, -8)
(1, -3, -7)
(0, -2, -6)
(1, -2, -7)
(0, -1, -7)
(0, -1, -8)
(1, -1, -9)
(0, 0, -9)
(1, 0, -10)
(0, 1, -9)
(1, 1, -10)
(0, 2, -9)
(1, 2, -10)
