(1, -2, -8)
(1, -2, -7)
(1, -2, -6)
(1, -2, -5)
(0, -2, -4)
(1, -3, -4)
(0, -3, -4)
(0, -3, -5)
(0, -3, -6)
(1, -4, -7)
(0, -4, -7)
(1, -5, -7)
(1, -5, -6)
(1, -5, -5)
(1, -5, -4)
(1, -5, -3)
(0, -4, -2)
(1, -4, -2)
(1, -4, -1)
(1, -4, 0)
(0, -4, 1)
(1, -5, 1)
(0, -5, 2)
(0, -5, 3)
(0, -5, 4)
(0, -5, 5)
(1, -5, 5)
(1, -5, 6)
(1, -5, 7)
(0, -4, 8)
(1, -4, 7)
(0, -3, 8)
(1, -3, 8)
(0, -2, 8)
(1, -2, 8)
(1, -2, 9)
(0, -1, 10)
(1, -1, 9)
(0, 0, 10)
(1, 0, 9)
(0, 1, 10)
(1, 1, 9)
(0, 2, 10)
(1, 2, 9)
(0, 3, 10)
(1, 3, 10)
(0, 4, 10)
(1, 4, 9)
(0, 5, 9)
(1, 5, 8)
(1, 5, 7)
(1, 5, 6)
(1, 5, 5)
(1, 5, 4)
(0, 5, 4)
(1, 4, 4)
(0, 4, 5)
(1, 3, 5)
(0, 3, 6)
(1, 2, 6)
(0, 2, 6)
(1, 1, 5)
(0, 1, 6)
(0, 1, 7)
(1, 1, 7)
