(0, -2, -9)
(1, -2, -10)
(0, -1, -10)
(1, -1, -10)
(0, 0, -9)
(0, 0, -8)
(0, 0, -7)
(1, 0, -7)
(0, 1, -6)
(1, 1, -7)
(1, 1, -8)
(1, 1, -9)
(0, 2, -9)
(1, 2, -10)
(0, 3, -9)
(1, 3, -9)
(0, 4, -8)
(1, 4, -9)
(1, 4, -10)
(0, 5, -10)
(1, 5, -10)
(1, 5, -9)
(1, 5, -8)
(1, 5, -7)
(1, 5, -6)
(0, 5, -5)
(1, 4, -5)
(0, 4, -5)
(1, 3, -5)
(1, 3, -4)
(0, 3, -3)
(1, 2, -3)
(1, 2, -2)
(0, 3, -1)
(0, 3, 0)
(1, 2, 0)
(0, 2, 0)
(1, 1, -1)
(0, 1, 0)
(0, 1, 1)
(0, 1, 2)
(0, 1, 3)
(0, 1, 4)
(0, 1, 5)
(1, 0, 5)
(0, 0, 5)
(0, 0, 4)
(0, 0, 3)
(1, -1, 2)
(0, -1, 3)
(0, -1, 4)
(0, -1, 5)
(0, -1, 6)
