(1, 10, -196)
(1, 10, -195)
(0, 11, -194)
(0, 11, -193)
(0, 11, -192)
(1, 11, -192)
(0, 12, -192)
(1, 12, -192)
(0, 13, -191)
(1, 13, -192)
(0, 14, -191)
(0, 14, -190)
(1, 14, -190)
(1, 14, -189)
(0, 15, -188)
(0, 15, -187)
(1, 14, -187)
(1, 14, -186)
(0, 14, -185)
(1, 13, -185)
(0, 13, -184)
(0, 13, -183)
(1, 12, -183)
(0, 12, -183)
(1, 11, -183)
(0, 11, -182)
(1, 10, -183)
(1, 10, -184)
(1, 10, -185)
(1, 10, -186)
(0, 10, -186)
(0, 10, -187)
(1, 9, -188)
(0, 9, -187)
(1, 8, -188)
(1, 8, -189)
(0, 8, -189)
(0, 8, -190)
(1, 8, -191)
(0, 9, -191)
(1, 9, -191)
(0, 10, -191)
(0, 10, -192)
(0, 10, -193)
(1, 9, -194)
(0, 9, -194)
(1, 8, -195)
(0, 8, -194)
(1, 7, -194)
(0, 7, -193)
(1, 6, -194)
(0, 6, -194)
(1, 5, -194)
(0, 5, -193)
(1, 4, -193)
(1, 4, -192)
(1, 4, -191)
(1, 4, -190)
(1, 4, -189)
(1, 4, -188)
(1, 4, -187)
(1, 4, -186)
(1, 4, -185)
(0, 5, -184)
(1, 5, -184)
(0, 6, -183)
(0, 6, -182)
(1, 5, -182)
(0, 5, -182)
(1, 4, -183)
(0, 4, -182)
(1, 3, -183)
(0, 3, -182)
(0, 3, -181)
(1, 3, -181)
(0, 4, -180)
(1, 4, -180)
(0, 5, -180)
(1, 5, -180)
(0, 6, -179)
(1, 6, -179)
(0, 7, -179)
(0, 7, -180)
(1, 7, -181)
(0, 8, -181)
(1, 8, -181)
(1, 8, -180)
(0, 9, -179)
(0, 9, -178)
(0, 9, -177)
(1, 8, -177)
(0, 8, -176)
(1, 7, -177)
(0, 7, -177)
(1, 6, -177)
(0, 6, -177)
(1, 5, -178)
(0, 5, -178)
(1, 4, -178)
(0, 4, -177)
(1, 3, -178)
(0, 3, -177)
(1, 2, -178)
(0, 2, -178)
(0, 2, -179)
(0, 2, -180)
(0, 2, -181)
(0, 2, -182)
(0, 2, -183)
(1, 1, -184)
(0, 1, -184)
(0, 1, -185)
(1, 1, -186)
(0, 2, -186)
(1, 2, -187)
(0, 3, -186)
(1, 3, -187)
(1, 3, -188)
(0, 3, -188)
(0, 3, -189)
(1, 3, -190)
