(0, -23, 129)
(1, -24, 129)
(1, -24, 130)
(0, -23, 131)
(0, -23, 132)
(1, -24, 132)
(0, -24, 133)
(1, -25, 133)
(0, -25, 133)
(1, -26, 133)
(0, -26, 133)
(1, -27, 133)
(0, -27, 133)
(1, -28, 132)
(0, -28, 133)
(0, -28, 134)
(1, -29, 134)
(0, -29, 135)
(1, -30, 135)
(0, -30, 135)
(1, -31, 135)
(0, -31, 136)
(0, -31, 137)
(1, -31, 137)
(1, -31, 138)
(1, -31, 139)
(0, -31, 140)
(1, -32, 139)
(0, -32, 140)
(0, -32, 141)
(1, -32, 141)
(0, -31, 142)
(1, -31, 141)
(0, -30, 142)
(1, -30, 142)
(0, -29, 142)
(1, -29, 141)
(0, -28, 141)
(0, -28, 140)
(0, -28, 139)
(1, -28, 138)
(1, -28, 137)
(0, -27, 137)
(1, -27, 137)
(0, -26, 137)
(1, -26, 137)
(0, -25, 138)
(1, -25, 137)
(0, -24, 138)
(1, -24, 137)
(0, -23, 137)
(0, -23, 136)
(0, -23, 135)
(1, -23, 134)
(1, -23, 133)
(0, -22, 133)
(1, -22, 132)
(0, -21, 132)
(0, -21, 131)
(0, -21, 130)
(1, -21, 129)
(0, -20, 130)
(1, -20, 129)
(0, -19, 130)
(1, -19, 129)
(1, -19, 128)
(0, -18, 128)
(0, -18, 127)
(1, -19, 126)
(0, -19, 126)
(1, -20, 126)
(0, -20, 126)
(1, -21, 126)
(0, -21, 126)
(0, -21, 125)
(0, -21, 124)
(1, -22, 123)
(0, -22, 124)
(1, -23, 123)
(0, -23, 123)
(1, -24, 122)
(0, -24, 123)
(1, -25, 123)
(0, -25, 123)
(0, -25, 122)
(1, -25, 121)
(1, -25, 120)
(0, -24, 120)
(1, -24, 119)
(1, -24, 118)
(0, -24, 118)
(1, -25, 118)
(0, -25, 119)
(1, -26, 118)
(0, -26, 119)
(1, -27, 118)
(1, -27, 117)
(1, -27, 116)
(0, -27, 116)
(1, -28, 115)
(0, -28, 115)
(0, -28, 114)
(1, -28, 113)
(0, -27, 114)
(1, -27, 113)
(0, -26, 113)
(1, -26, 113)
(0, -25, 114)
(1, -25, 113)
(0, -24, 113)
(1, -24, 113)
(0, -23, 114)
(1, -23, 113)
(1, -23, 112)
(0, -22, 112)
(0, -22, 111)
(1, -22, 110)
(0, -21, 111)
(0, -21, 112)
(1, -21, 112)
(1, -21, 113)
(0, -21, 114)
(1, -22, 114)
(0, -22, 115)
(1, -23, 115)
(0, -23, 116)
(0, -23, 117)
(1, -23, 117)
(1, -23, 118)
(1, -23, 119)
(0, -22, 120)
(1, -22, 120)
(0, -21, 121)
(1, -21, 121)
(0, -20, 122)
(1, -20, 121)
(0, -19, 121)
(1, -19, 121)
(0, -18, 122)
(1, -18, 122)
(0, -17, 122)
(1, -17, 121)
(0, -16, 122)
(0, -16, 123)
(0, -16, 124)
(1, -16, 124)
(0, -15, 124)
(0, -15, 123)
(1, -15, 122)
(1, -15, 121)
(0, -14, 121)
(0, -14, 120)
(1, -15, 119)
(1, -15, 118)
(1, -15, 117)
(0, -15, 117)
(1, -16, 116)
(1, -16, 115)
(0, -16, 115)
(1, -17, 115)
(0, -17, 115)
(0, -17, 114)
(0, -17, 113)
(0, -17, 112)
(1, -18, 111)
(1, -18, 110)
(1, -18, 109)
(0, -17, 109)
(1, -17, 108)
(1, -17, 107)
(1, -17, 106)
(0, -17, 106)
(1, -18, 105)
(0, -18, 105)
(1, -19, 105)
(0, -19, 105)
(1, -20, 104)
(0, -20, 105)
(1, -21, 104)
(0, -21, 105)
(1, -22, 105)
(0, -22, 105)
(0, -22, 104)
(1, -22, 103)
(0, -21, 103)
(0, -21, 102)
(0, -21, 101)
(1, -21, 100)
(0, -20, 101)
(1, -20, 101)
(1, -20, 102)
(0, -19, 103)
(1, -19, 103)
(0, -18, 103)
(1, -18, 103)
(0, -17, 104)
(1, -17, 104)
(0, -16, 105)
(1, -16, 104)
(0, -15, 104)
(0, -15, 103)
(1, -16, 102)
(1, -16, 101)
(0, -16, 101)
(1, -17, 100)
(0, -17, 101)
(1, -18, 100)
(0, -18, 100)
(1, -19, 99)
(1, -19, 98)
(1, -19, 97)
(0, -18, 97)
(1, -18, 96)
(0, -17, 96)
(1, -17, 96)
(0, -16, 97)
(1, -16, 97)
(0, -15, 98)
(1, -15, 98)
(1, -15, 99)
(1, -15, 100)
(1, -15, 101)
(0, -14, 102)
(1, -14, 102)
(1, -14, 103)
(0, -13, 104)
(0, -13, 105)
(0, -13, 106)
(1, -14, 106)
(0, -14, 107)
(1, -15, 106)
(0, -15, 107)
(0, -15, 108)
(0, -15, 109)
(0, -15, 110)
(0, -15, 111)
(0, -15, 112)
(1, -15, 112)
(1, -15, 113)
(0, -14, 114)
(0, -14, 115)
(1, -14, 115)
(0, -13, 116)
(1, -13, 116)
(1, -13, 117)
(1, -13, 118)
(1, -13, 119)
(0, -13, 120)
(0, -13, 121)
(1, -13, 121)
(0, -12, 122)
(0, -12, 123)
(1, -13, 123)
(1, -13, 124)
(0, -13, 125)
(0, -13, 126)
(1, -14, 126)
(1, -14, 127)
(0, -14, 128)
(0, -14, 129)
(1, -14, 129)
(0, -13, 129)
(1, -13, 128)
(0, -12, 129)
(0, -12, 130)
(1, -12, 130)
(1, -12, 131)
(0, -12, 132)
(1, -13, 132)
(1, -13, 133)
