(0, -100, 139)
(0, -100, 138)
(0, -100, 137)
(0, -100, 136)
(0, -100, 135)
(0, -100, 134)
(0, -100, 133)
(0, -100, 132)
(0, -100, 131)
(1, -100, 130)
(0, -99, 131)
(1, -99, 130)
(0, -98, 130)
(1, -98, 129)
(1, -98, 128)
(0, -97, 128)
(0, -97, 127)
(1, -97, 126)
(0, -96, 127)
(1, -96, 126)
(1, -96, 125)
(1, -96, 124)
(1, -96, 123)
(0, -95, 123)
(1, -95, 123)
(0, -94, 124)
(0, -94, 125)
(1, -94, 125)
(0, -93, 126)
(0, -93, 127)
(1, -93, 127)
(0, -92, 127)
(1, -92, 127)
(1, -92, 128)
(0, -92, 129)
(0, -92, 130)
(0, -92, 131)
(1, -92, 131)
(0, -91, 132)
(0, -91, 133)
(0, -91, 134)
(1, -91, 134)
(0, -90, 135)
(1, -90, 134)
(0, -89, 134)
(1, -89, 133)
(0, -88, 134)
(0, -88, 135)
(0, -88, 136)
(1, -89, 136)
(1, -89, 137)
(0, -88, 138)
(1, -88, 137)
(0, -87, 137)
(1, -87, 136)
(0, -86, 137)
(0, -86, 138)
(1, -86, 138)
(0, -85, 138)
(0, -85, 137)
(0, -85, 136)
(1, -86, 135)
(1, -86, 134)
(1, -86, 133)
(1, -86, 132)
(1, -86, 131)
(0, -85, 131)
(1, -85, 131)
(0, -84, 131)
(1, -84, 131)
(1, -84, 132)
(0, -84, 133)
(0, -84, 134)
(1, -84, 134)
(1, -84, 135)
(1, -84, 136)
(0, -84, 137)
(0, -84, 138)
(0, -84, 139)
(1, -84, 139)
(0, -83, 140)
(0, -83, 141)
(1, -83, 141)
(0, -82, 142)
(1, -82, 142)
(0, -81, 143)
(1, -81, 143)
(1, -81, 144)
(0, -81, 145)
(0, -81, 146)
(1, -82, 146)
(1, -82, 147)
(0, -81, 148)
(1, -81, 148)
(0, -80, 148)
(1, -80, 147)
(1, -80, 146)
(0, -79, 146)
(0, -79, 145)
(1, -79, 144)
(0, -78, 145)
(0, -78, 146)
(0, -78, 147)
(1, -79, 147)
(1, -79, 148)
(1, -79, 149)
(1, -79, 150)
(0, -78, 151)
(0, -78, 152)
(0, -78, 153)
(0, -78, 154)
(1, -78, 154)
(0, -77, 155)
(1, -77, 155)
(1, -77, 156)
(0, -77, 157)
(0, -77, 158)
(0, -77, 159)
(0, -77, 160)
(0, -77, 161)
(1, -77, 161)
(0, -76, 161)
(0, -76, 160)
(0, -76, 159)
(1, -76, 158)
(0, -75, 159)
(1, -75, 159)
(1, -75, 160)
(1, -75, 161)
(0, -74, 162)
(1, -74, 162)
(1, -74, 163)
(0, -74, 164)
(1, -75, 163)
(0, -75, 164)
(0, -75, 165)
(1, -76, 165)
(1, -76, 166)
(1, -76, 167)
(0, -75, 168)
(1, -75, 168)
(0, -74, 169)
(1, -74, 168)
(1, -74, 167)
(0, -73, 167)
(1, -73, 167)
(0, -72, 167)
(1, -72, 166)
(0, -71, 167)
(1, -71, 166)
(0, -70, 167)
(0, -70, 168)
(1, -71, 168)
(0, -71, 169)
(0, -71, 170)
(1, -71, 170)
(0, -70, 171)
(1, -70, 170)
(0, -69, 171)
(0, -69, 172)
(1, -69, 172)
(0, -68, 172)
(0, -68, 171)
(1, -68, 170)
(1, -68, 169)
(0, -67, 169)
(1, -67, 168)
(1, -67, 167)
(0, -66, 167)
(0, -66, 166)
(0, -66, 165)
(1, -67, 164)
(0, -67, 164)
(1, -68, 163)
(0, -68, 163)
(0, -68, 162)
(0, -68, 161)
(1, -68, 160)
(1, -68, 159)
(0, -68, 159)
(0, -68, 158)
(1, -68, 157)
(0, -67, 158)
(1, -67, 157)
(0, -66, 158)
(0, -66, 159)
(1, -66, 159)
(0, -65, 159)
(0, -65, 158)
(0, -65, 157)
(1, -66, 156)
(1, -66, 155)
(0, -65, 155)
(1, -65, 154)
(0, -64, 155)
(0, -64, 156)
(0, -64, 157)
(0, -64, 158)
(0, -64, 159)
(0, -64, 160)
(1, -64, 160)
(1, -64, 161)
(0, -63, 162)
(0, -63, 163)
(0, -63, 164)
(1, -64, 164)
(0, -64, 164)
(1, -65, 164)
(0, -65, 165)
(0, -65, 166)
(1, -65, 166)
(0, -64, 167)
(0, -64, 168)
(1, -64, 168)
(0, -63, 169)
(0, -63, 170)
(1, -64, 170)
(0, -64, 170)
(1, -65, 170)
(1, -65, 171)
(0, -65, 172)
(1, -66, 171)
(0, -66, 172)
(1, -67, 171)
(0, -67, 172)
(0, -67, 173)
(1, -68, 173)
(0, -68, 174)
(0, -68, 175)
(0, -68, 176)
(1, -69, 176)
(0, -69, 176)
(0, -69, 175)
(0, -69, 174)
(1, -70, 173)
(0, -70, 173)
(1, -71, 173)
(0, -71, 174)
(1, -72, 174)
(0, -72, 174)
(1, -73, 174)
(1, -73, 175)
(0, -72, 176)
(1, -72, 176)
(0, -71, 176)
(1, -71, 175)
(0, -70, 176)
(0, -70, 177)
(1, -70, 177)
(1, -70, 178)
(0, -70, 179)
(0, -70, 180)
(1, -71, 180)
(0, -71, 181)
(1, -72, 180)
(0, -72, 181)
(1, -73, 181)
(1, -73, 182)
(1, -73, 183)
(0, -72, 184)
(0, -72, 185)
(0, -72, 186)
(0, -72, 187)
(0, -72, 188)
(1, -73, 188)
(0, -73, 189)
(1, -74, 188)
(0, -74, 188)
(0, -74, 187)
(1, -75, 186)
(0, -75, 187)
(1, -76, 186)
(0, -76, 186)
(0, -76, 185)
(1, -76, 184)
(0, -75, 184)
(0, -75, 183)
(1, -75, 182)
(1, -75, 181)
(1, -75, 180)
(0, -74, 180)
(0, -74, 179)
(1, -74, 178)
(1, -74, 177)
(1, -74, 176)
(1, -74, 175)
(0, -74, 175)
(0, -74, 174)
(1, -75, 173)
(0, -75, 173)
(1, -76, 172)
(0, -76, 172)
(1, -77, 172)
(0, -77, 173)
(1, -78, 172)
(0, -78, 172)
(1, -79, 172)
(1, -79, 173)
(0, -78, 174)
(1, -78, 174)
(1, -78, 175)
(0, -78, 176)
(1, -79, 176)
(0, -79, 176)
(0, -79, 175)
(1, -80, 174)
(1, -80, 173)
(0, -80, 173)
(1, -81, 172)
(1, -81, 171)
(1, -81, 170)
(0, -80, 170)
(1, -80, 169)
(0, -79, 169)
(0, -79, 168)
(1, -79, 167)
(0, -78, 167)
(1, -78, 167)
(0, -77, 168)
(1, -77, 167)
(1, -77, 166)
(0, -77, 166)
